ensembl_gene_id	gene_symbol	entrez_id	gene_name	gene_label
ENSG00000176401	EID2B	126272	EP300 interacting inhibitor of differentiation 2B	EID2B
ENSG00000176407	KCMF1	56888	potassium channel modulatory factor 1	KCMF1
ENSG00000176410	DNAJC30	84277	DnaJ heat shock protein family (Hsp40) member C30	DNAJC30
ENSG00000176422	SPRYD4	283377	SPRY domain containing 4	SPRYD4
ENSG00000176438	SYNE3	161176	spectrin repeat containing nuclear envelope family member 3	SYNE3
ENSG00000176444	CLK2	1196	CDC like kinase 2	CLK2
ENSG00000176454	LPCAT4	254531	lysophosphatidylcholine acyltransferase 4	LPCAT4
ENSG00000176463	SLCO3A1	28232	solute carrier organic anion transporter family member 3A1	SLCO3A1
ENSG00000176472	ZNF575	284346	zinc finger protein 575	ZNF575
ENSG00000176473	WDR25	79446	WD repeat domain 25	WDR25
ENSG00000176476	SGF29	112869	SAGA complex associated factor 29	SGF29
ENSG00000176485	PLAAT3	11145	phospholipase A and acyltransferase 3	PLAAT3
ENSG00000176531	PHLDB3	653583	pleckstrin homology like domain family B member 3	PHLDB3
ENSG00000176533	GNG7	2788	G protein subunit gamma 7	GNG7
ENSG00000176542	USF3	205717	upstream transcription factor family member 3	USF3
ENSG00000176563	CNTD1	124817	cyclin N-terminal domain containing 1	CNTD1
ENSG00000176593	ZNF606-AS1	100128398	ZNF606 antisense RNA 1	ZNF606-AS1
ENSG00000176595	KBTBD11	9920	kelch repeat and BTB domain containing 11	KBTBD11
ENSG00000176597	B3GNT5	84002	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5	B3GNT5
ENSG00000176619	LMNB2	84823	lamin B2	LMNB2
ENSG00000176623	RMDN1	51115	regulator of microtubule dynamics 1	RMDN1
ENSG00000176624	MEX3C	51320	mex-3 RNA binding family member C	MEX3C
ENSG00000176658	MYO1D	4642	myosin ID	MYO1D
ENSG00000176659	LINC02910	284756	long intergenic non-protein coding RNA 2910	LINC02910
ENSG00000176700	ENSG00000176700	NA	NA	ENSG00000176700
ENSG00000176714	CCDC121	79635	coiled-coil domain containing 121	CCDC121
ENSG00000176715	ACSF3	197322	acyl-CoA synthetase family member 3	ACSF3
ENSG00000176720	BOK	666	BCL2 family apoptosis regulator BOK	BOK
ENSG00000176731	RBIS	401466	ribosomal biogenesis factor	RBIS
ENSG00000176749	CDK5R1	8851	cyclin dependent kinase 5 regulatory subunit 1	CDK5R1
ENSG00000176783	RUFY1	80230	RUN and FYVE domain containing 1	RUFY1
ENSG00000176788	BASP1	10409	brain abundant membrane attached signal protein 1	BASP1
ENSG00000176809	LRRC37A3	374819	leucine rich repeat containing 37 member A3	LRRC37A3
ENSG00000176834	VSIG10	54621	V-set and immunoglobulin domain containing 10	VSIG10
ENSG00000176845	METRNL	284207	meteorin like, glial cell differentiation regulator	METRNL
ENSG00000176853	FAM91A1	157769	family with sequence similarity 91 member A1	FAM91A1
ENSG00000176871	WSB2	55884	WD repeat and SOCS box containing 2	WSB2
ENSG00000176890	TYMS	7298	thymidylate synthetase	TYMS
ENSG00000176894	PXMP2	5827	peroxisomal membrane protein 2	PXMP2
ENSG00000176896	TCEANC	170082	transcription elongation factor A N-terminal and central domain containing	TCEANC
ENSG00000176903	PNMA1	9240	PNMA family member 1	PNMA1
ENSG00000176909	MAMSTR	284358	MEF2 activating motif and SAP domain containing transcriptional regulator	MAMSTR
ENSG00000176915	ANKLE2	23141	ankyrin repeat and LEM domain containing 2	ANKLE2
ENSG00000176919	C8G	733	complement C8 gamma chain	C8G
ENSG00000176927	EFCAB5	374786	EF-hand calcium binding domain 5	EFCAB5
ENSG00000176928	GCNT4	51301	glucosaminyl (N-acetyl) transferase 4	GCNT4
ENSG00000176945	MUC20	200958	mucin 20, cell surface associated	MUC20
ENSG00000176946	THAP4	51078	THAP domain containing 4	THAP4
ENSG00000176953	NFATC2IP	84901	nuclear factor of activated T cells 2 interacting protein	NFATC2IP
ENSG00000176973	FAM89B	23625	family with sequence similarity 89 member B	FAM89B
ENSG00000176974	SHMT1	6470	serine hydroxymethyltransferase 1	SHMT1
ENSG00000176978	DPP7	29952	dipeptidyl peptidase 7	DPP7
ENSG00000176986	SEC24C	9632	SEC24 homolog C, COPII coat complex component	SEC24C
ENSG00000176994	SMCR8	140775	SMCR8-C9orf72 complex subunit	SMCR8
ENSG00000177000	MTHFR	4524	methylenetetrahydrofolate reductase	MTHFR
ENSG00000177030	DEAF1	10522	DEAF1 transcription factor	DEAF1
ENSG00000177034	MTX3	345778	metaxin 3	MTX3
ENSG00000177042	TMEM80	283232	transmembrane protein 80	TMEM80
ENSG00000177051	FBXO46	23403	F-box protein 46	FBXO46
ENSG00000177054	ZDHHC13	54503	zinc finger DHHC-type palmitoyltransferase 13	ZDHHC13
ENSG00000177058	SLC38A9	153129	solute carrier family 38 member 9	SLC38A9
ENSG00000177076	ACER2	340485	alkaline ceramidase 2	ACER2
ENSG00000177082	WDR73	84942	WD repeat domain 73	WDR73
ENSG00000177084	POLE	5426	DNA polymerase epsilon, catalytic subunit	POLE
ENSG00000177096	PHETA2	150368	PH domain containing endocytic trafficking adaptor 2	PHETA2
ENSG00000177105	RHOG	391	ras homolog family member G	RHOG
ENSG00000177106	EPS8L2	64787	EPS8 like 2	EPS8L2
ENSG00000177119	ANO6	196527	anoctamin 6	ANO6
ENSG00000177125	ZBTB34	403341	zinc finger and BTB domain containing 34	ZBTB34
ENSG00000177150	FAM210A	125228	family with sequence similarity 210 member A	FAM210A
ENSG00000177156	TALDO1	6888	transaldolase 1	TALDO1
ENSG00000177169	ULK1	8408	unc-51 like autophagy activating kinase 1	ULK1
ENSG00000177173	ENSG00000177173	NA	NA	ENSG00000177173
ENSG00000177189	RPS6KA3	6197	ribosomal protein S6 kinase A3	RPS6KA3
ENSG00000177191	B3GNT8	374907	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8	B3GNT8
ENSG00000177192	PUS1	80324	pseudouridine synthase 1	PUS1
ENSG00000177200	CHD9	80205	chromodomain helicase DNA binding protein 9	CHD9
ENSG00000177225	GATD1	347862	glutamine amidotransferase class 1 domain containing 1	GATD1
ENSG00000177239	MAN1B1	11253	mannosidase alpha class 1B member 1	MAN1B1
ENSG00000177272	KCNA3	3738	potassium voltage-gated channel subfamily A member 3	KCNA3
ENSG00000177301	KCNA2	3737	potassium voltage-gated channel subfamily A member 2	KCNA2
ENSG00000177302	TOP3A	7156	DNA topoisomerase III alpha	TOP3A
ENSG00000177311	ZBTB38	253461	zinc finger and BTB domain containing 38	ZBTB38
ENSG00000177324	BEND2	139105	BEN domain containing 2	BEND2
ENSG00000177335	LY6S-AS1	286122	LY6S antisense RNA 1	LY6S-AS1
ENSG00000177337	ENSG00000177337	NA	NA	ENSG00000177337
ENSG00000177340	FLJ13224	79857	uncharacterized LOC79857	FLJ13224
ENSG00000177352	CCDC71	64925	coiled-coil domain containing 71	CCDC71
ENSG00000177369	FLJ40194	124871	uncharacterized FLJ40194	FLJ40194
ENSG00000177370	TIMM22	29928	translocase of inner mitochondrial membrane 22	TIMM22
ENSG00000177374	HIC1	3090	HIC ZBTB transcriptional repressor 1	HIC1
ENSG00000177380	PPFIA3	8541	PTPRF interacting protein alpha 3	PPFIA3
ENSG00000177383	MAGEF1	64110	MAGE family member F1	MAGEF1
ENSG00000177406	NINJ2-AS1	100049716	NINJ2 antisense RNA 1	NINJ2-AS1
ENSG00000177409	SAMD9L	219285	sterile alpha motif domain containing 9 like	SAMD9L
ENSG00000177410	ZFAS1	441951	ZNFX1 antisense RNA 1	ZFAS1
ENSG00000177425	PAWR	5074	pro-apoptotic WT1 regulator	PAWR
ENSG00000177426	TGIF1	7050	TGFB induced factor homeobox 1	TGIF1
ENSG00000177427	MIEF2	125170	mitochondrial elongation factor 2	MIEF2
ENSG00000177432	NAP1L5	266812	nucleosome assembly protein 1 like 5	NAP1L5
ENSG00000177455	CD19	930	CD19 molecule	CD19
ENSG00000177463	NR2C2	7182	nuclear receptor subfamily 2 group C member 2	NR2C2
ENSG00000177465	ACOT4	122970	acyl-CoA thioesterase 4	ACOT4
ENSG00000177469	CAVIN1	284119	caveolae associated protein 1	CAVIN1
ENSG00000177479	ARIH2	10425	ariadne RBR E3 ubiquitin protein ligase 2	ARIH2
ENSG00000177483	RBM44	375316	RNA binding motif protein 44	RBM44
ENSG00000177485	ZBTB33	10009	zinc finger and BTB domain containing 33	ZBTB33
ENSG00000177494	ZBED2	79413	zinc finger BED-type containing 2	ZBED2
ENSG00000177535	OR2B11	127623	olfactory receptor family 2 subfamily B member 11	OR2B11
ENSG00000177542	SLC25A22	79751	solute carrier family 25 member 22	SLC25A22
ENSG00000177548	RABEP2	79874	rabaptin, RAB GTPase binding effector protein 2	RABEP2
ENSG00000177556	ATOX1	475	antioxidant 1 copper chaperone	ATOX1
ENSG00000177565	TBL1XR1	79718	TBL1X/Y related 1	TBL1XR1
ENSG00000177570	SAMD12	401474	sterile alpha motif domain containing 12	SAMD12
ENSG00000177575	CD163	9332	CD163 molecule	CD163
ENSG00000177576	C18orf32	497661	chromosome 18 open reading frame 32	C18orf32
ENSG00000177595	PIDD1	55367	p53-induced death domain protein 1	PIDD1
ENSG00000177600	RPLP2	6181	ribosomal protein lateral stalk subunit P2	RPLP2
ENSG00000177606	JUN	3725	Jun proto-oncogene, AP-1 transcription factor subunit	JUN
ENSG00000177613	CSTF2T	23283	cleavage stimulation factor subunit 2 tau variant	CSTF2T
ENSG00000177628	GBA1	2629	glucosylceramidase beta 1	GBA1
ENSG00000177646	ACAD9	28976	acyl-CoA dehydrogenase family member 9	ACAD9
ENSG00000177663	IL17RA	23765	interleukin 17 receptor A	IL17RA
ENSG00000177666	PNPLA2	57104	patatin like phospholipase domain containing 2	PNPLA2
ENSG00000177669	MBOAT4	619373	membrane bound O-acyltransferase domain containing 4	MBOAT4
ENSG00000177674	AGTRAP	57085	angiotensin II receptor associated protein	AGTRAP
ENSG00000177683	THAP5	168451	THAP domain containing 5	THAP5
ENSG00000177685	CRACR2B	283229	calcium release activated channel regulator 2B	CRACR2B
ENSG00000177688	SUMO4	387082	small ubiquitin like modifier 4	SUMO4
ENSG00000177697	CD151	977	CD151 molecule (Raph blood group)	CD151
ENSG00000177700	POLR2L	5441	RNA polymerase II, I and III subunit L	POLR2L
ENSG00000177706	FAM20C	56975	FAM20C golgi associated secretory pathway kinase	FAM20C
ENSG00000177707	NECTIN3	25945	nectin cell adhesion molecule 3	NECTIN3
ENSG00000177721	ANXA2R	389289	annexin A2 receptor	ANXA2R
ENSG00000177728	TMEM94	9772	transmembrane protein 94	TMEM94
ENSG00000177731	FLII	2314	FLII actin remodeling protein	FLII
ENSG00000177732	SOX12	6666	SRY-box transcription factor 12	SOX12
ENSG00000177733	HNRNPA0	10949	heterogeneous nuclear ribonucleoprotein A0	HNRNPA0
ENSG00000177738	ANXA2R-OT1	648987	ANXA2R overlapping transcript 1	ANXA2R-OT1
ENSG00000177757	FAM87B	400728	family with sequence similarity 87 member B	FAM87B
ENSG00000177830	CHID1	66005	chitinase domain containing 1	CHID1
ENSG00000177842	ZNF620	253639	zinc finger protein 620	ZNF620
ENSG00000177853	ZNF518A	9849	zinc finger protein 518A	ZNF518A
ENSG00000177854	TMEM187	8269	transmembrane protein 187	TMEM187
ENSG00000177868	SVBP	374969	small vasohibin binding protein	SVBP
ENSG00000177873	ZNF619	285267	zinc finger protein 619	ZNF619
ENSG00000177875	CCDC184	387856	coiled-coil domain containing 184	CCDC184
ENSG00000177879	AP3S1	1176	adaptor related protein complex 3 subunit sigma 1	AP3S1
ENSG00000177885	GRB2	2885	growth factor receptor bound protein 2	GRB2
ENSG00000177888	ZBTB41	360023	zinc finger and BTB domain containing 41	ZBTB41
ENSG00000177889	UBE2N	7334	ubiquitin conjugating enzyme E2 N	UBE2N
ENSG00000177917	ARL6IP6	151188	ADP ribosylation factor like GTPase 6 interacting protein 6	ARL6IP6
ENSG00000177932	ZNF354C	30832	zinc finger protein 354C	ZNF354C
ENSG00000177943	MAMDC4	158056	MAM domain containing 4	MAMDC4
ENSG00000177946	CENPBD1P	92806	CENPB DNA-binding domain containing 1, pseudogene	CENPBD1P
